"DatasetName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationLatitude","MonitoringLocationLongitude","MonitoringLocationHorizontalCoordinateReferenceSystem","MonitoringLocationHorizontalAccuracyMeasure","MonitoringLocationHorizontalAccuracyUnit","MonitoringLocationType","ActivityType","ActivityMediaName","ActivityStartDate","ActivityStartTime","ActivityEndDate","ActivityEndTime","ActivityDepthHeightMeasure","ActivityDepthHeightUnit","SampleCollectionEquipmentName","CharacteristicName","MethodSpeciation","ResultSampleFraction","ResultValue","ResultUnit","ResultValueType","ResultDetectionCondition","ResultDetectionQuantitationLimitMeasure","ResultDetectionQuantitationLimitUnit","ResultDetectionQuantitationLimitType","ResultStatusID","ResultComment","ResultAnalyticalMethodID","ResultAnalyticalMethodContext","ResultAnalyticalMethodName","AnalysisStartDate","AnalysisStartTime","AnalysisStartTimeZone","LaboratoryName","LaboratorySampleID"
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-14,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-13,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-12,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-11,"","","","-0.2","m","Water Bottle","Enterococcus","","","31","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-10,"","","","-0.2","m","Water Bottle","Enterococcus","","","85","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-09,"","","","-0.2","m","Water Bottle","Enterococcus","","","74","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-08,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-07,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-06,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-05,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-04,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-03,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-02,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-08-01,"","","","-0.2","m","Water Bottle","Enterococcus","","","185","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-31,"","","","-0.2","m","Water Bottle","Enterococcus","","","52","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-30,"","","","-0.2","m","Water Bottle","Enterococcus","","","52","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-29,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-28,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-27,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-26,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-25,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-24,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-23,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-22,"","","","-0.2","m","Water Bottle","Enterococcus","","","168","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-21,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-20,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-19,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-18,"","","","-0.2","m","Water Bottle","Enterococcus","","","63","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-17,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-16,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-15,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-14,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-13,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-12,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-11,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-10,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-09,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-08,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-07,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-06,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-05,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-04,"","","","-0.2","m","Water Bottle","Enterococcus","","","253","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 5","Parlee Beach Provincial Park",46.23963,-64.5056,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-03,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
